TARGET_PERIOD,period_dt,window,panel_mean_bias_sq_proxy,panel_median_bias_sq_proxy,panel_mean_noise_var_proxy,panel_median_noise_var_proxy,panel_mean_bias_to_noise_ratio,panel_median_bias_to_noise_ratio,bias_sq_proxy__15,noise_var_proxy__15,bias_to_noise_ratio__15,bias_sq_proxy__16,noise_var_proxy__16,bias_to_noise_ratio__16,bias_sq_proxy__22,noise_var_proxy__22,bias_to_noise_ratio__22,bias_sq_proxy__23,noise_var_proxy__23,bias_to_noise_ratio__23,bias_sq_proxy__24,noise_var_proxy__24,bias_to_noise_ratio__24,bias_sq_proxy__37,noise_var_proxy__37,bias_to_noise_ratio__37,bias_sq_proxy__39,noise_var_proxy__39,bias_to_noise_ratio__39,bias_sq_proxy__89,noise_var_proxy__89,bias_to_noise_ratio__89,bias_sq_proxy__94,noise_var_proxy__94,bias_to_noise_ratio__94,bias_sq_proxy__95,noise_var_proxy__95,bias_to_noise_ratio__95,bias_sq_proxy__96,noise_var_proxy__96,bias_to_noise_ratio__96
2006-02-01,2006-02-01,20,0.2811363636363633,0.25,0.007840909090909095,0.0,1954545474.374997,2500000000.0,0.25,0.0,2500000000.0,0.15999999999999887,0.0,1599999999.9999886,0.15999999999999887,0.0,1599999999.9999886,0.25,0.0049999999999999645,50.000000000000355,0.25,0.0,2500000000.0,0.3599999999999996,0.0,3599999999.9999957,0.3599999999999996,0.0,3599999999.9999957,0.489999999999999,0.08000000000000014,6.124999999999977,0.20250000000000096,0.0012499999999999467,162.00000000000767,0.25,0.0,2500000000.0,0.3599999999999996,0.0,3599999999.9999957
2006-05-01,2006-05-01,20,0.1752406846240179,0.148653086419753,0.00624699775533108,0.0024999999999999823,111363737.05083965,84.50000000000415,0.148653086419753,0.0012641975308641507,117.58691406250429,0.0899999999999999,0.002500000000000071,35.999999999998934,0.07746944444444345,0.0008027777777777267,96.50173010381113,0.0899999999999999,0.005000000000000053,17.99999999999979,0.16000000000000028,0.0024999999999999823,64.00000000000057,0.25,0.0024999999999999823,100.00000000000071,0.22089999999999976,0.00039999999999998294,552.250000000023,0.3599999999999996,0.04250000000000005,8.470588235294098,0.10562500000000069,0.0012499999999999467,84.50000000000415,0.12250000000000037,0.0,1225000000.0000036,0.3024999999999998,0.009999999999999929,30.250000000000195
2006-08-01,2006-08-01,20,0.10846237594574996,0.08431495198902594,0.008921064902987332,0.0065895470724600695,26.147428577640074,18.777777777778258,0.08431495198902594,0.0036115226337448507,23.34609541172896,0.05444444444444433,0.008333333333333333,6.53333333333332,0.06361604938271533,0.020181481481481692,3.152199180277658,0.03237310509028195,0.0065895470724600695,4.912796696692558,0.1111111111111111,0.008333333333333274,13.333333333333426,0.13444444444444434,0.0016666666666666548,80.66666666666717,0.1443999999999997,0.004533333333333329,31.852941176470548,0.28444444444444433,0.03500000000000011,8.126984126984098,0.04694444444444475,0.0024999999999999523,18.777777777778258,0.049215362274560526,0.000715829411840784,68.75291998410802,0.18777777777777746,0.006666666666666619,28.166666666666817
2006-11-01,2006-11-01,20,0.11860369805307033,0.08571882716049384,0.04624176763526102,0.04687499999999992,2.7474579280239606,2.524212458873358,0.08571882716049384,0.03395864197530864,2.524212458873358,0.0625,0.0375,1.6666666666666667,0.05720069444444406,0.026386111111111325,2.167833456153247,0.05519866307439474,0.07718475903368985,0.7151497752334947,0.09000000000000016,0.01750000000000001,5.1428571428571495,0.16000000000000011,0.06250000000000003,2.5600000000000005,0.16809999999999994,0.04840000000000008,3.4731404958677614,0.3306250000000002,0.07125000000000004,4.640350877192983,0.05640625000000034,0.04687499999999992,1.2033333333333427,0.058266243904440386,0.05085493186776133,1.1457343813959044,0.18062499999999984,0.03624999999999996,4.982758620689656
2007-02-01,2007-02-01,20,0.08652213850103575,0.0458911604938272,0.03790250501729972,0.03849999999999993,2.266332502623169,1.6892298184065602,0.0458911604938272,0.02716691358024691,1.6892298184065602,0.04000000000000001,0.030999999999999993,1.290322580645162,0.029355111111110912,0.022108888888889053,1.3277515328173497,0.03532714436761263,0.061747807226951876,0.5721198201867957,0.048400000000000123,0.015,3.226666666666675,0.14440000000000017,0.05400000000000003,2.674074074074076,0.12110400000000002,0.03872000000000007,3.1276859504132184,0.2916000000000003,0.05800000000000002,5.027586206896555,0.036100000000000215,0.03849999999999993,0.937662337662345,0.029966107538841866,0.04068394549420906,0.7365585410861203,0.1296,0.02999999999999998,4.320000000000002
2007-05-01,2007-05-01,20,0.06348047821455202,0.030031493750965546,0.037892239029567946,0.03560000000000006,1.6036653853768676,0.8463236009462695,0.023567935528120715,0.02784742798353909,0.8463236009462695,0.013611111111111083,0.02583333333333333,0.5268817204301065,0.015904012345678866,0.0259240740740742,0.6134842964973602,0.030031493750965546,0.06478983935579326,0.46352165786440164,0.027777777777777832,0.01999999999999999,1.3888888888888924,0.12250000000000007,0.04833333333333333,2.5344827586206913,0.08410000000000002,0.03560000000000006,2.362359550561794,0.23361111111111116,0.04916666666666667,4.751412429378532,0.03062500000000014,0.045416666666666626,0.6743119266055083,0.016279040957529044,0.04140328791184088,0.39318232388190166,0.10027777777777773,0.03249999999999997,3.0854700854700865
2007-08-01,2007-08-01,20,0.044938862988386605,0.022063954592546113,0.033079711375993304,0.030514285714285768,1.2521193645923034,0.5779816513761501,0.013759662383471922,0.025476366843033515,0.5400951583186394,0.0032653061224489706,0.022857142857142857,0.14285714285714246,0.004256009070294724,0.022934920634920742,0.1855689469365121,0.022063954592546113,0.05553414801925136,0.3973042781694871,0.013061224489795943,0.017142857142857133,0.7619047619047637,0.09877551020408167,0.041428571428571426,2.3842364532019715,0.05488979591836739,0.030514285714285768,1.7988228999464937,0.18367346938775508,0.04214285714285715,4.358353510895883,0.022500000000000107,0.03892857142857139,0.5779816513761501,0.01196011172389889,0.038345675353006474,0.3119024926225784,0.06612244897959182,0.028571428571428546,2.314285714285716
2007-11-01,2007-11-01,20,0.0331894257448648,0.011019116302279227,0.03300213381763051,0.033552465933880664,0.9487699205865318,0.37736178904483714,0.01053474151234569,0.027916820987654318,0.37736178904483714,0.0024999999999999935,0.035625000000000004,0.07017543859649104,0.0010293402777777506,0.02569305555555564,0.040062976377100275,0.011019116302279227,0.04859237951684494,0.22676634509037288,0.00562500000000001,0.017499999999999998,0.32142857142857206,0.09000000000000002,0.04187500000000002,2.149253731343283,0.03240000000000002,0.02732500000000004,1.1857273559011883,0.140625,0.03750000000000001,3.7499999999999987,0.020664062500000076,0.039687499999999966,0.5206692913385851,0.004997360101110081,0.033552465933880664,0.14894166380968854,0.045689062499999995,0.027756249999999975,1.6460819635217305
2008-02-01,2008-02-01,20,0.030431354962178303,0.016038135072582754,0.0382953560109827,0.03871330305233838,0.7616807613903372,0.3513216461443064,0.010474638012498096,0.029814951989026055,0.3513216461443064,0.004444444444444426,0.04055555555555553,0.10958904109589003,3.964334705074946e-05,0.025060493827160572,0.0015819060599589615,0.016038135072582754,0.07041544845941775,0.22776443839345778,0.0030864197530864196,0.02055555555555555,0.15015015015015018,0.0771604938271605,0.0377777777777778,2.042483660130718,0.018982716049382724,0.026511111111111152,0.7160286858526582,0.12310568510897728,0.04044471879286696,3.0438012374235828,0.022500000000000048,0.04027777777777774,0.5586206896551741,0.003948531437914138,0.03871330305233838,0.10199417581537612,0.054964197530864164,0.05112222222222216,1.0751527445724367
2008-05-01,2008-05-01,20,0.03634924097033796,0.018799456790123462,0.03776703229000696,0.036567160493827175,0.9369384018900205,0.6275175294183101,0.018799456790123462,0.02995845679012345,0.6275175294183101,0.009999999999999981,0.036999999999999984,0.2702702702702699,3.2111111111107055e-05,0.02305444444444451,0.0013928382090701368,0.02688864770101425,0.06387390361347597,0.4209645282324868,0.008100000000000007,0.026500000000000006,0.3056603773584907,0.07839999999999998,0.03450000000000002,2.2724637681159403,0.017670489055242173,0.025651798662199344,0.6888596502701201,0.11274671604938272,0.036567160493827175,3.083277851678291,0.05062500000000008,0.05425,0.9331797235023056,0.00845822996684381,0.03807159118600612,0.22216644230916147,0.06812099999999997,0.04600999999999995,1.4805694414257782
