t,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8
0,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
1,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
2,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
3,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
4,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
5,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
6,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
7,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
8,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
9,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
10,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
11,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
12,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
13,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
14,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
15,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
16,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
17,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
18,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
19,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
20,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
21,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
22,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
23,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
24,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
25,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
26,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
27,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
28,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
29,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
30,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
31,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
32,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
33,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
34,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
35,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
36,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
37,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
38,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
39,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
40,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
41,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
42,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
43,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
44,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
45,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
46,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
47,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
48,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
49,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
50,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
51,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
52,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
53,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
54,0.6522992627009107,0.04377532363899661,0.020029586874216854,0.83921258251103,0.5871430475880585,0.22470523020362443,0.7517922718186155,0.2636921974783747
