t,actual,common_shock
0,0.7063752966985987,0.6980457846223718
1,0.5009196707037845,0.484122796185647
2,1.2330891016175949,1.208902768058223
3,-0.6652000442677515,-0.6947616761090629
4,0.759382926691061,0.7290854037395548
5,0.06012151546519002,0.03506775918306369
6,0.4199541716155343,0.40305010840006816
7,-0.7940854520691527,-0.8238885705522355
8,0.7714920725329973,0.7340409113326486
9,0.4237764945942597,0.3932583756659152
10,0.011461419217467059,-0.019455017393108762
11,0.3504716295112864,0.3225563438305607
12,-0.3661144718974564,-0.3827476505211246
13,-0.27131035040096846,-0.2897200427908497
14,-0.21746754106520888,-0.23172230681269812
15,-0.9216345317606066,-0.926363930845139
16,0.4208173206447983,0.43087924710168357
17,0.5700968456323412,0.5957968070912831
18,-0.38008629761780915,-0.3506720748819208
19,0.1438363355322719,0.1741015079724094
20,-0.1717884178563788,-0.13277023731461815
21,0.1316261947753269,0.16413698104051525
22,-0.3469548722885326,-0.3137886206055146
23,-0.4691099766208494,-0.4417125780438179
24,0.4968109365329627,0.5260374430118713
25,-0.06903297539322592,-0.031935292562246295
26,0.9750979683071443,1.0110544754267379
27,-0.025428269842706738,0.023154982397069982
28,-0.5062278872086563,-0.4630390201752461
29,0.5609100791194278,0.6134704382179694
30,0.2720220482398028,0.3154000820730099
31,0.3166738405525855,0.3634364318482118
32,0.5591630833014323,0.5953003394339593
33,-0.3737616349413075,-0.32639814692289726
34,-0.11776783951834222,-0.06362665449264378
35,-0.13605675130110934,-0.08572491574389661
36,-0.6840001330807544,-0.6453732684578092
37,-0.1537558506189177,-0.13179507507912175
38,0.6466426150354249,0.6681897289384121
39,0.11549939430180385,0.1186690518969235
40,-0.6790969670158679,-0.6730306639224939
41,-0.7729983327022117,-0.7779197058324675
42,0.8278875925347984,0.8323880293741357
43,-0.04545793689826974,-0.045159505127564996
44,-0.3474204650300779,-0.32370510285080867
45,-0.171927154744302,-0.13699588244850155
46,-0.7689183814736589,-0.738653877158666
47,0.6681586819188119,0.7115475747558099
48,-0.235645865522121,-0.1965264687930148
49,0.6536459483482284,0.683700763869211
50,-0.009242160224507755,0.025825857223657576
51,0.6700084402793126,0.7147659872842199
52,0.07884783635808798,0.1283472495215427
53,0.3674587950792414,0.426616331434538
54,0.29937685110871265,0.3595465230441684
55,0.25249676743941046,0.31164553312598536
56,0.11175837167381229,0.1739672385913553
57,-0.16189063257346722,-0.11642535805779244
58,0.9050580330738855,0.9577173457864301
59,-0.49221347346794175,-0.45346849254795035
60,-0.04700355211153271,0.002153821171579846
61,-0.04098665997989934,0.007442937603797725
62,0.16462183317354437,0.20122037667176074
63,-0.24002129492293375,-0.21473632294725056
64,0.12788560184210834,0.15737315279479389
65,-0.10835814635345516,-0.08442129260148307
66,-0.8107013216342794,-0.7909762587189496
67,-0.020348311572834003,0.004776143128423228
68,-0.5692476218448523,-0.5502826665150758
69,-0.8675329148337032,-0.8671928812244505
70,0.07281363338606603,0.06843666034469248
71,0.2539822078418635,0.24394167100978323
72,0.28011110766637554,0.2633490210522882
73,0.28573767405038303,0.2835853535098471
74,-0.9595399431977064,-0.9662945104703052
75,-0.6839214924295213,-0.6805084639537348
76,0.977448820524071,0.9867607184068354
77,-0.5112968601093975,-0.5236043800385181
78,0.31519541940087703,0.30542051556834454
79,-0.3410956480433328,-0.343468810832923
80,0.053735358212386355,0.03983636963378223
81,-0.31220488258661666,-0.31662710113679704
82,0.280718604418106,0.2807705773098224
83,0.08082560744649478,0.06838705865834953
84,-0.21127866238089196,-0.2241448868221168
85,-0.5278358058503956,-0.5250860598403552
86,0.13657724887944128,0.13388709874625554
87,-0.6076339082085743,-0.606359399521295
88,0.22786452723844233,0.21374052106041924
89,1.3213045912201318,1.31324245451845
90,0.693659422069947,0.675085025631006
91,0.3955053202096796,0.3591739434470814
92,-0.014981704346091373,-0.042803648870573835
93,-0.9434864991848622,-0.9693763135017627
94,-0.6313671308917471,-0.6611431979500921
95,0.66259903758416,0.6413964280513568
96,-0.3709724810625083,-0.3948780400623899
97,-0.32796969295720163,-0.3496260490820233
98,-0.0636195574331227,-0.08282523784201072
99,-0.5113280650873082,-0.5310231294232773
100,-0.5929766557840633,-0.6133843672758181
101,-0.003190517208195732,-0.025237036390710912
102,-0.4297064716080708,-0.44576472733601813
103,-0.3600027514049976,-0.3705092898894474
104,-0.3812748504773015,-0.390595513073503
105,0.27005319310107784,0.2611801069172343
106,-0.11157825246330126,-0.11606284524767864
107,-0.08156199474168928,-0.08928598394692684
108,0.28804932037292724,0.2984729486544416
109,-0.088748094987074,-0.07101980411647008
110,-0.15965445336121892,-0.13912688422858643
111,0.2061364567821469,0.23522517778508542
112,0.3213021809239659,0.3340989217788155
113,-0.08614487214190218,-0.07353674975430209
114,0.029463462204919744,0.0403038878102608
115,-0.40656784755165964,-0.390895114866664
116,-0.44617204347098804,-0.43034152158226274
117,0.35659069445165126,0.38457375098340385
118,0.19278980437960752,0.22247103127231085
119,0.18859790802962714,0.22764921920828804
120,0.09860182733653858,0.14042717436276111
121,-0.044322874781770716,0.023101637907476786
122,0.26950140063770184,0.3482059454113846
123,0.4034890997828525,0.4675543805113919
124,0.39985269935785983,0.4556140025953238
125,-0.09295986785130508,-0.05038895797299341
126,0.6648026677728166,0.693496364954419
127,0.09226651792620291,0.11423034086616059
128,0.2896955864891502,0.31618809628289923
129,0.10417892616103462,0.14104394541743986
130,0.09810578054017878,0.12350335374208705
131,-0.3926278885831942,-0.36787599512515984
132,0.35086375387819774,0.350675419172413
133,1.4191845523994966,1.4226471974538195
134,-0.1711312239015597,-0.18739753739504164
135,0.05019575329899849,0.03549735771247408
136,-0.19504375061451978,-0.2231026321736312
137,-0.1989841518495313,-0.24400995078096727
138,0.8070210387089652,0.7722247390593364
139,-0.3065391899970122,-0.33648550886373235
140,-0.2174237100734458,-0.23704023668318064
141,-0.786429330138498,-0.7937464118656506
142,-0.36481811203872155,-0.3788058622711237
143,-0.842178479946762,-0.8541999464766739
144,0.3284474793677777,0.3159023496059644
145,1.4179561320302008,1.3998486109186548
146,-0.18380574405086417,-0.18333939682526107
147,-0.8209776536811512,-0.8333789664951187
148,0.45891020339543487,0.4499998322148666
149,-0.34922809522213155,-0.3634624794650784
150,0.6701149779120025,0.6496734652767702
151,-0.10686504565210161,-0.14101452389497235
152,-0.28280694017635,-0.31590784454139037
153,-0.07711424809823215,-0.08897877787284324
154,0.39132418637724026,0.3788883804680936
155,-0.09926744088706552,-0.11371031537782822
156,-0.2442620854974912,-0.24836235139685273
157,-0.09384062904574499,-0.0994158014894359
158,-0.6339626041540145,-0.6359275922504425
159,0.18705324975059298,0.19851580114699008
160,-0.8981109993687594,-0.8933632969224551
161,-0.23244568113803993,-0.22206072718275768
162,0.3652438583127187,0.3796926044153716
163,0.13244960689083463,0.1515241414663584
164,0.28844053789231283,0.29516028649319515
165,-0.03965174657802078,-0.032522836359404554
166,0.5785351784796003,0.5848730904927584
167,0.451605324827874,0.462349598384896
168,0.21695489678936436,0.22307050212383728
169,0.4711504638068053,0.4637728886567715
170,0.38906796052668724,0.3752117772017884
171,-0.19900690373519772,-0.21973175667344513
172,-0.645162300848576,-0.6719494558456668
173,0.22316579148529117,0.21018106292131192
174,0.2772681556627022,0.27304461541571434
175,0.5474096618802793,0.5452359955692827
176,-0.4732456116365824,-0.46816063752264675
177,-0.46894587400007726,-0.45321552963858164
178,0.1954980313836838,0.22995013315388518
179,-0.08350088832808611,-0.03558349442654332
180,-0.9933634547605329,-0.9428808052855641
181,0.13637716873393774,0.18755408187709538
182,-0.9853189083989407,-0.9262114574944773
183,-0.5309464747143192,-0.4726282759366881
184,0.6131841512433387,0.6758406864300536
185,0.8606887095905812,0.9124395089035576
186,-0.6611952411892056,-0.6078281842359808
187,-0.21109951684555478,-0.16469576870634714
188,-0.023060348976907723,0.02131126153935299
189,0.8322211428820827,0.890613463790784
190,-0.3057333765782738,-0.24643447391220077
191,-0.3100971551759989,-0.23844201151663905
192,0.7016264271899019,0.7743627792314309
193,-0.267582236572965,-0.187394576359129
194,0.2847328246042409,0.36110085448322876
195,-0.8283630558098636,-0.7385714825562137
196,-0.17526092704701862,-0.08561637204616311
197,-0.9137188183384259,-0.8297984191632023
198,-0.6025613339599858,-0.5277168904778522
199,0.3371145565151558,0.4196006775761317
200,-0.10726130688226045,-0.024952695543356315
201,-0.2400200118862757,-0.15955287027648732
202,-0.4393706908048195,-0.3743748119904588
203,-0.19013721604250344,-0.11032803662064138
204,0.061636378677774245,0.15055658355034682
205,0.43058252328566915,0.4914581032308809
206,-1.3761798948331727,-1.3125733420484011
207,-0.49839707801520916,-0.41588058713140486
208,-0.008793871222783078,0.07954812109450286
209,-0.1654622825130725,-0.04943155798114293
210,0.08806660385599446,0.2016881212633625
211,0.02824647325869109,0.13377014306327692
212,-0.26707422506297696,-0.15243393149670362
213,-0.382774130782377,-0.26342659799358853
214,-0.23286173610284974,-0.12275074486775045
215,0.44675802902781137,0.5743711749113714
216,-0.5068328244584126,-0.3660039664528572
217,-0.1745133713946896,-0.03140336157197774
218,-0.058962251198169544,0.09167110699921051
219,0.6266034377651131,0.780175464937229
220,-0.31636365948433776,-0.15015412911815662
221,0.31533693249851436,0.47940332800548047
222,0.4504309752737451,0.6159897016325111
223,-0.19194395391175975,-0.031877132495324124
224,-0.263422315950014,-0.10535948953838126
225,-0.32052276171078053,-0.16452683602410806
226,-0.29837056635326475,-0.12791156712129118
227,0.2615868465728915,0.4271199302884164
228,-0.053336759105812384,0.11550498862775695
229,-0.052862876225130806,0.1176448545849347
230,-0.7226368422360749,-0.5626117551899175
231,-0.6509644812989437,-0.48374503868761726
232,0.9180158130617536,1.07172341238849
233,-0.22817570897735023,-0.0889128626443448
234,-0.5191209997485418,-0.3873859977891801
235,0.5740083727276127,0.7155495827946486
236,-0.022499868181529215,0.14090427434177605
237,0.13646166505155494,0.2890774584322608
238,-0.22052548040816186,-0.0690235376407668
239,-0.31829046276401174,-0.15933654528840208
240,-0.23201148028669885,-0.08479318624864518
241,-0.8472029679961451,-0.6913690851493134
242,-0.20403914013908991,-0.04396370470994874
243,-0.006809993264662584,0.14801653852130867
244,0.7592690568197569,0.9252316169218769
245,-0.12405783669558296,0.04299953250260775
246,-1.3232545184642095,-1.1670885211051525
247,-0.20104760631515647,-0.04699271639231071
248,1.228171439999544,1.369752066554153
249,0.3029385145179709,0.43318311749251986
250,-0.5356116915346272,-0.40544447190429433
251,0.14201862382137168,0.29555325721527836
252,-0.5355990687909299,-0.37100671244487016
253,-0.8338627749956437,-0.6769037597734288
254,-0.3466462110421038,-0.1741846816170361
255,-0.12996523569150661,0.045763219619430605
256,-1.1084214003907449,-0.9360777512166979
257,-0.7322275874857498,-0.5745796452693179
